Department,Department_Name,Division,Gender,Grade,Base_Salary,Overtime_Pay,Longevity_Pay,Total_pay
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,91017,26618.1,0,117635.1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,38414.28,0,120431.28
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,15603.2,0,98620.2
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T2,90517,12379.83,0,102896.83
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,15245.16,0,98262.16
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,91017,30845.26,0,121862.26
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,N21,98228,1582.46,0,99810.46
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,858.17,0,85875.17
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,3967.36,0,84984.36
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,29378.4,0,112395.4
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,85017,47544.02,0,132561.02
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,20117.25,0,101134.25
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,N21,98228,2481.88,4186.89,104896.77
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,85017,51.22,0,85068.22
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,20618.52,0,105635.52
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,53242.1,0,135259.1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,82017,22771.24,0,104788.24
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,25723.66,0,108740.66
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,13535.51,0,98552.51
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,26758.6,0,111775.6
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,8281.56,0,93298.56
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,N21,98228,2605.58,4186.89,105020.47
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,84017,14558.12,0,98575.12
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,44159.48,0,129176.48
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,20881.34,0,103898.34
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,16,78947,512.01,3732.58,83191.59
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,84017,8885.53,0,92902.53
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,61820.14,0,143837.14
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,9729.16,0,91746.16
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,18290.13,0,100307.13
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,35746.33,0,120763.33
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,82017,0,0,82017
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,12990.19,0,95007.19
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,3692.68,0,88709.68
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,35889.74,0,120906.74
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,1835.11,0,86852.11
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,30417.18,0,113434.18
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,14610.07,0,97627.07
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,50368.5,0,135385.5
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,84017,68795.24,368,153180.24
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,84017,31377.14,0,115394.14
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,20632.81,0,102649.81
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,91017,18960.22,0,109977.22
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,N21,98228,8304.73,0,106532.73
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,85017,3396.72,0,88413.72
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,54733.95,0,137750.95
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,82017,5247.63,0,87264.63
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,50787.51,0,133804.51
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,35213.78,0,118230.78
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,21899.76,0,103916.76
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,35574.69,0,120591.69
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,85017,48912.62,0,133929.62
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,6317.88,0,88334.88
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,36259.28,0,119276.28
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,5887.75,0,90904.75
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,84017,37306.19,0,121323.19
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,N21,98228,0,942.48,99170.48
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,0,0,82017
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,569.56,0,85586.56
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,84017,11930.51,0,95947.51
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,14244.1,0,96261.1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,23058.09,0,105075.09
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,12775.59,0,95792.59
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,11460.07,0,93477.07
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,34405.99,0,116422.99
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,6304.23,0,88321.23
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,83017,21492.58,0,104509.58
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,16894.93,0,99911.93
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,28447.17,0,113464.17
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78684,6773.81,0,85457.81
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,83017,2596.15,0,85613.15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,14190.98,0,99207.98
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,1349.22,0,83366.22
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,6760.2,0,91777.2
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,21001.72,0,103018.72
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,30583.12,0,113600.12
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,43058.34,0,125075.34
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,4456.18,0,84473.18
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,47748.95,0,132765.95
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,38006.59,0,121023.59
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,90517,11721.68,0,102238.68
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,N21,98228,1551,0,99779
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,4527.07,0,86544.07
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,20160.94,0,105177.94
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,83017,61686.33,0,144703.33
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,84017,15270.28,0,99287.28
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,398.53,0,85415.53
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,83017,15132.67,0,98149.67
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,81017,3540.02,0,84557.02
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,2553.77,0,83570.77
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,4598.5,0,85615.5
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,82017,50551.48,0,132568.48
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,85017,245.25,0,85262.25
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,51574.03,0,132591.03
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,82017,13953.36,0,95970.36
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,21928.63,0,104945.63
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,N21,95905.57,6395.26,0,102300.83
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,11777.5,0,92794.5
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,40054.94,0,121071.94
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,19122.51,0,100139.51
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,89517,55715.92,0,145232.92
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,9513.5,0,90530.5
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,10873.12,0,90890.12
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,62565.74,0,143582.74
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,7108.92,0,88125.92
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75684,0,0,75684
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,9910.24,0,92927.24
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,4694.73,0,85711.73
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,38562.63,0,119579.63
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,31349.52,0,112366.52
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,47046.41,0,127063.41
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,30646,0,110663
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,9787.09,0,90804.09
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,16211.59,0,97228.59
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,83017,3755.77,0,86772.77
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,34375.86,0,114392.86
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,14552.74,0,82569.74
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,10790.13,0,90807.13
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,2687.68,0,82704.68
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,81017,15225.04,0,96242.04
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,21591.01,0,102608.01
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,32188.26,0,112205.26
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,18374.25,0,99391.25
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,7890.06,0,87907.06
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,5572.82,0,85589.82
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,N21,98228,1774.65,0,100002.65
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,20666.4,0,100683.4
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,0,0,80017
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,33393.82,0,113410.82
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,25720.01,0,105737.01
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,44311.01,0,124328.01
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,5410.37,0,85427.37
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,17901.58,0,97918.58
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,7477.18,0,87494.18
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,80017,24961.42,0,104978.42
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,12444.42,0,92461.42
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,24223.12,0,104240.12
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,25473.52,0,105490.52
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T2,88017,33450.9,0,121467.9
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,8517.77,0,72034.77
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,37399.27,0,117416.27
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,7837.85,0,87854.85
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,18451.32,0,98468.32
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,80017,6144.8,0,86161.8
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,6011.54,0,84028.54
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,78017,0,0,78017
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,27066.68,0,105083.68
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,37671.48,0,117688.48
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,16362.39,0,94379.39
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,17981.97,0,97998.97
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,26257.52,0,104274.52
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,87017,1082.7,0,88099.7
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,80017,8530.76,0,88547.76
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,80017,6832.9,0,86849.9
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,36669.4,0,114686.4
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,37231.31,0,117248.31
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,5751.57,0,83768.57
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,12203.15,0,90220.15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,78017,14886,0,92903
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,87017,16849.22,0,103866.22
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,59696.79,0,137713.79
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,41294.06,0,119311.06
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,80017,5077.77,0,85094.77
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,8276.21,0,86293.21
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,11838.92,0,89855.92
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,78017,22348.68,0,100365.68
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,59511.42,0,137528.42
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,78017,5053.34,0,83070.34
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,84517,0,0,84517
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,32483.01,0,110500.01
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,32441.72,0,110458.72
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,17086.07,0,95103.07
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,59343.62,0,137360.62
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,18190.04,0,96207.04
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,N25,117424,0,0,117424
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,51700.54,0,129717.54
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,7222.19,0,85239.19
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,75017,1338.68,0,76355.68
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,0,0,78017
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,29119.26,0,104136.26
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,75017,19327.21,0,94344.21
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T2,84517,7427.96,0,91944.96
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,78017,6231.74,0,84248.74
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,14691.61,0,86708.61
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,11881.04,0,86898.04
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,15986.32,0,91003.32
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,13015.55,0,85032.55
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,10846.36,0,85863.36
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,27902.26,0,102919.26
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,19051.16,0,97068.16
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,67684,291.43,0,67975.43
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,42667.84,0,120684.84
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,17260.48,0,92277.48
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,75017,18081.98,0,93098.98
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,2995.87,0,78012.87
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,16120.97,0,94137.97
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,7384.54,0,82401.54
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,5625.03,0,77642.03
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,11687.65,0,86704.65
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,78017,69893.78,0,147910.78
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,9,72017,465.87,0,72482.87
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,10273.8,0,85290.8
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,4000.27,0,79017.27
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,19,89948,3166.18,0,93114.18
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,14143.51,0,86160.51
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,12580.97,0,84597.97
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,21500.53,0,96517.53
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,20641.78,0,92658.78
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,8099.42,0,80116.42
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,42784.83,0,117801.83
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,49106.13,0,121123.13
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,75017,4521.58,0,79538.58
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,4855.02,0,68372.02
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,12722.96,0,84739.96
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,18988.73,0,94005.73
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,16711.14,0,88728.14
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,23469.67,0,95486.67
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,54956.42,0,129973.42
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,11572.09,0,86589.09
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,5474.33,0,77491.33
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,24126.71,0,96143.71
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,15075.71,0,87092.71
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,22459.47,0,97476.47
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,20017.77,0,95034.77
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,16544.51,0,91561.51
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,31070.43,0,103087.43
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,30056.23,0,102073.23
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,53563.98,0,125580.98
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,33777.9,0,105794.9
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,101209.75,0,173226.75
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,8351.69,0,80368.69
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,49492.74,0,124509.74
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,28516.53,0,100533.53
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,52730.42,0,127747.42
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,75017,11837.92,0,86854.92
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,63868.23,0,138885.23
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,13293.92,0,88310.92
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,24488.45,0,96505.45
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,75017,8082.44,0,83099.44
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,17435.98,0,89452.98
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,75017,18940.59,0,93957.59
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,9236.5,0,84253.5
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,9846.56,0,81863.56
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,62700.75,0,134717.75
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,19017.08,0,91034.08
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,22566.22,0,94583.22
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,78017,18874.05,0,96891.05
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,24659.67,0,96676.67
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,78017,5817.05,0,83834.05
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,42300.98,0,114317.98
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T2,82017,8631.41,0,90648.41
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,6504.47,0,81521.47
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,75017,6918.33,0,81935.33
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,75017,10784.92,0,85801.92
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,16975.54,0,88992.54
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,17373.58,0,89390.58
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,15084.47,0,83101.47
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,63684,1774.82,0,65458.82
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,7573.03,0,75590.03
